chromosome	feature_start	feature_end	feature_id	feature_strand	feature_length	isize	nr_deviant	absence_start	absence_end	cov_mean	cov_stdev
Bd1	9883314	9898390	RLG_unknown_Bd1-4,tsd_len:=5,ltr_age:=4.085,name_orig:=Bd1_RLG_4,class:=RLG	-	15076	15219.5	18	9883315	9898390	2	5
Bd1	10273376	10274718	RLG_unknown_Bd1-599,ident_perc:=99.0,cov_perc:=9.0,name_orig:=Bd4_RLG_51,class:=RLG	+	1342	1461.5	20	10273383	10274717	25	19
Bd1	10285661	10286727	RLC_unknown_Bd1-392,ident_perc:=94.0,cov_perc:=16.0,tsd_len:=5,name_orig:=Bd5_RLC_9,class:=RLC	+	1066	1204.0	18	10285663	10286726	25	15
Bd1	10345791	10353667	RLC_unknown_Bd1-8,tsd_len:=5,ltr_age:=0.258,name_orig:=Bd1_RLC_8,class:=RLC	-	7876	8039.0	4	10345738	10353742	62	49
Bd1	10886495	10889410	RLC_unknown_Bd1-412,ident_perc:=99.0,cov_perc:=34.0,name_orig:=Bd4_RLC_18,class:=RLC	-	2915	3108	1	10886490	10889598	14	9
Bd1	11240884	11242213	RLC_unknown_Bd1-423,ident_perc:=99.0,cov_perc:=16.0,tsd_len:=2,name_orig:=Bd2_RLC_14,class:=RLC	-	1329	1473	3	11240862	11242298	9	7
Bd1	12351716	12353019	RLX_unknown_Bd1-387,ident_perc:=94.0,cov_perc:=19.0,tsd_len:=0,name_orig:=Bd4_RLX_1,class:=RLX	-	1303	1405	17	12351711	12353017	6	6
Bd1	12979853	12981187	RLC_unknown_Bd1-520,ident_perc:=100.0,cov_perc:=18.0,name_orig:=Bd2_RLC_39,class:=RLC	+	1334	1495.5	16	12979846	12981186	27	16
Bd1	13279096	13280420	RLC_unknown_Bd1-529,ident_perc:=100.0,cov_perc:=17.0,tsd_len:=10,name_orig:=Bd1_RLC_35,class:=RLC	+	1324	1417	17	13279095	13280420	38	31
Bd1	13579410	13582744	RLG_unknown_Bd1-942,ident_perc:=97.0,cov_perc:=13.0,name_orig:=Bd3_RLG_20,class:=RLG	+	3334	3447	1	13579376	13582836	14	17
Bd1	13672777	13676459	RLC_unknown_Bd1-546,ident_perc:=97.0,cov_perc:=22.0,name_orig:=Bd4_RLC_5,class:=RLC	+	3682	3805.5	20	13672781	13676460	45	46
Bd1	13677432	13678780	RLC_unknown_Bd1-547,ident_perc:=99.0,cov_perc:=16.0,tsd_len:=0,name_orig:=Bd2_RLC_14,class:=RLC	+	1348	1471.5	14	13677449	13678784	12	9
Bd1	13884884	13890066	RLC_unknown_Bd1-12,tsd_len:=5,ltr_age:=0.638,name_orig:=Bd1_RLC_12,class:=RLC	+	5182	5301	13	13884884	13890063	3	6
Bd1	14176392	14176610	DTT_Stowaway_D_Bd1-71,tsd_len:=0,name_orig:=DTT_Stowaway_D_Bd1-71,class:=DTT	+	218	645	1	14176052	14176697	18	9
Bd1	14411976	14420195	RLG_unknown_Bd1-10,tsd_len:=3,ltr_age:=0.488,name_orig:=Bd1_RLG_10,class:=RLG	-	8219	8534	9	14411829	14420197	13	25
Bd1	15462240	15474866	DHH_D_Bd1-3,tsd_len:=0,name_orig:=DHH_D_Bd1-3,class:=DHH	+	12626	12690	21	15463711	15465777	9	8
Bd1	16726241	16727922	RLG_unknown_Bd1-1153,ident_perc:=99.0,cov_perc:=10.0,name_orig:=Bd3_RLG_14,class:=RLG	+	1681	1988.5	8	16726134	16719798	12	8
Bd1	16869772	16872436	RLG_unknown_Bd1-1170,ident_perc:=99.0,cov_perc:=25.0,name_orig:=Bd1_RLG_34,class:=RLG	+	2664	2844.0	10	16869772	16872427	10	9
Bd1	19312443	19314764	RLG_unknown_Bd1-1304,ident_perc:=96.0,cov_perc:=15.0,name_orig:=Bd1_RLG_19,class:=RLG	+	2321	2393	13	19312445	19314746	5	8
Bd1	19682459	19686141	DTA_noname_Bd1-38,tsd_len:=5,name_orig:=DTA_noname_Bd1-38,class:=DTA	+	3682	3861.5	10	19682453	19686144	10	7
Bd1	20040491	20041201	RLC_unknown_Bd1-785,ident_perc:=99.0,cov_perc:=12.0,tsd_len:=5,name_orig:=Bd2_RLC_6,class:=RLC	-	710	859.5	24	20040491	20041200	8	7
Bd1	20239876	20248632	RLC_unknown_Bd1-18,tsd_len:=5,ltr_age:=0.288,name_orig:=Bd1_RLC_18,class:=RLC	-	8756	8882.5	16	20239875	20248631	45	46
Bd1	20991444	20992780	RLG_unknown_Bd1-1399,ident_perc:=99.0,cov_perc:=13.0,name_orig:=Bd2_RLG_10,class:=RLG	-	1336	1458.0	18	20991443	20992770	17	13
Bd1	21541963	21542674	RLC_unknown_Bd1-867,ident_perc:=99.0,cov_perc:=12.0,tsd_len:=5,name_orig:=Bd4_RLC_3,class:=RLC	+	711	802.0	8	21541960	21542670	10	9
Bd1	21551742	21553454	RLC_unknown_Bd1-868,ident_perc:=99.0,cov_perc:=20.0,tsd_len:=5,name_orig:=Bd3_RLC_47,class:=RLC	+	1712	1947.0	4	21551736	21553536	18	13
Bd1	21881260	21882586	RLC_unknown_Bd1-884,ident_perc:=97.0,cov_perc:=17.0,tsd_len:=3,name_orig:=Bd1_RLC_69,class:=RLC	-	1326	1421.0	16	21881259	21882584	7	8
Bd1	22211470	22212810	RLX_unknown_Bd1-693,ident_perc:=99.0,cov_perc:=19.0,tsd_len:=5,name_orig:=Bd4_RLX_1,class:=RLX	+	1340	1547.0	6	22211469	22212818	14	8
Bd1	22633522	22636827	RLG_unknown_Bd1-1513,ident_perc:=92.0,cov_perc:=20.0,name_orig:=Bd5_RLG_19,class:=RLG	-	3305	3483	7	22633459	22636832	14	15
Bd1	23934037	23935350	RLC_unknown_Bd1-982,ident_perc:=97.0,cov_perc:=17.0,tsd_len:=5,name_orig:=Bd1_RLC_69,class:=RLC	+	1313	1452	3	23933998	23935397	12	11
Bd1	24391766	24401030	RLC_unknown_Bd1-25,tsd_len:=5,ltr_age:=0.058,name_orig:=Bd1_RLC_25,class:=RLC	+	9264	9434	19	24391765	24401030	35	24
Bd1	24869802	24871131	RLC_unknown_Bd1-1037,ident_perc:=99.0,cov_perc:=17.0,tsd_len:=0,name_orig:=Bd3_RLC_10,class:=RLC	+	1329	1572.5	2	24869806	24871175	11	8
Bd1	25033459	25034133	RIX_noname_Bd1-269,tsd_len:=0,name_orig:=RIX_noname_Bd1-269,class:=RIX	-	674	941	11	25033422	25034212	6	7
Bd1	25317408	25318752	RLX_unknown_Bd1-824,ident_perc:=98.0,cov_perc:=19.0,tsd_len:=3,name_orig:=Bd4_RLX_1,class:=RLX	+	1344	1495.0	16	25317408	25318752	16	8
Bd1	25513472	25515891	RLC_unknown_Bd1-1056,ident_perc:=94.0,cov_perc:=36.0,name_orig:=Bd5_RLC_9,class:=RLC	-	2419	2423.0	6	25513440	25515884	5	7
Bd1	25600078	25600286	DTH_Tourist_B_Bd1-17,tsd_len:=1,name_orig:=DTH_Tourist_B_Bd1-17,class:=DTH	-	208	675	5	25599776	25600356	9	9
Bd1	26106235	26107449	RLC_unknown_Bd1-1076,ident_perc:=99.0,cov_perc:=14.0,tsd_len:=0,name_orig:=Bd2_RLC_14,class:=RLC	+	1214	1358	13	26106234	26107448	11	9
Bd1	26270669	26275724	RLC_unknown_Bd1-1081,ident_perc:=97.0,cov_perc:=98.0,name_orig:=Bd3_RLC_18,class:=RLC	-	5055	5258	23	26270579	26275723	12	8
Bd1	26442726	26444047	RLC_unknown_Bd1-1084,ident_perc:=99.0,cov_perc:=15.0,tsd_len:=5,name_orig:=Bd2_RLC_14,class:=RLC	+	1321	1516	11	26442725	26444047	17	9
Bd1	26575882	26577606	RLC_unknown_Bd1-1086,ident_perc:=99.0,cov_perc:=20.0,tsd_len:=1,name_orig:=Bd3_RLC_47,class:=RLC	+	1724	1827.0	18	26575881	26577597	13	11
Bd1	26938733	26939092	RIX_noname_Bd1-287,tsd_len:=0,name_orig:=RIX_noname_Bd1-287,class:=RIX	+	359	712.0	4	26938726	26939155	14	10
Bd1	27180785	27182485	RLC_unknown_Bd1-1110,ident_perc:=100.0,cov_perc:=20.0,name_orig:=Bd4_RLC_18,class:=RLC	-	1700	1881.5	20	27180786	27182480	15	10
Bd1	27287760	27288167	RLG_unknown_Bd1-1932,ident_perc:=79.0,cov_perc:=4.0,name_orig:=Bd3_RLG_9,class:=RLG	+	407	676.0	2	27287753	27288369	14	9
Bd1	27566492	27572605	RLG_unknown_Bd1-1948,ident_perc:=93.0,cov_perc:=45.0,name_orig:=Bd1_RLG_26,class:=RLG	+	6113	6383	5	27572843	27566579	3	5
Bd1	28350250	28351577	RLC_unknown_Bd1-1150,ident_perc:=100.0,cov_perc:=18.0,name_orig:=Bd2_RLC_39,class:=RLC	+	1327	1606	5	28350218	28351587	43	24
Bd1	29246526	29260617	RLG_unknown_Bd1-21,tsd_len:=5,ltr_age:=1.873,name_orig:=Bd1_RLG_21,class:=RLG	+	14091	14212.5	30	29246968	29260101	3	5
Bd1	31814751	31816091	RLG_unknown_Bd1-2220,ident_perc:=100.0,cov_perc:=18.0,name_orig:=Bd5_RLG_18,class:=RLG	+	1340	1539	15	31816605	31797628	24	11
Bd1	32472503	32480434	RLC_unknown_Bd1-35,tsd_len:=5,ltr_age:=0.031,name_orig:=Bd1_RLC_35,class:=RLC	-	7931	8048	9	32472502	32480434	64	30
Bd1	32706559	32708289	RLC_unknown_Bd1-1358,ident_perc:=100.0,cov_perc:=20.0,tsd_len:=6,name_orig:=Bd3_RLC_47,class:=RLC	+	1730	2006.0	2	32706501	32708317	23	11
Bd1	32886235	32887090	RLG_unknown_Bd1-2324,ident_perc:=95.0,cov_perc:=6.0,tsd_len:=0,name_orig:=Bd1_RLG_12,class:=RLG	+	855	979.5	4	32886235	32887093	15	8
Bd1	33506385	33507711	RLC_unknown_Bd1-1389,ident_perc:=99.0,cov_perc:=16.0,tsd_len:=5,name_orig:=Bd2_RLC_14,class:=RLC	+	1326	1442	15	33506385	33507711	19	14
Bd1	33554997	33559911	RLC_unknown_Bd1-36,tsd_len:=5,ltr_age:=2.462,name_orig:=Bd1_RLC_36,class:=RLC	-	4914	5087	19	33554998	33559934	2	5
Bd1	33750097	33751423	RLC_unknown_Bd1-1406,ident_perc:=100.0,cov_perc:=16.0,tsd_len:=5,name_orig:=Bd2_RLC_14,class:=RLC	+	1326	1608	1	33749864	33751456	29	24
Bd1	34037046	34040290	RLX_unknown_Bd1-1118,ident_perc:=95.0,cov_perc:=35.0,name_orig:=Bd4_RLX_10,class:=RLX	-	3244	3359	9	34037043	34040294	12	12
Bd1	34304915	34311223	RLC_unknown_Bd1-1435,ident_perc:=98.0,cov_perc:=94.0,ltr_age:=0.338,name_orig:=Bd5_RLC_9,class:=RLC	-	6308	6726.0	14	34304915	34311520	14	14
Bd1	34415727	34417056	RLC_unknown_Bd1-1449,ident_perc:=99.0,cov_perc:=16.0,tsd_len:=2,name_orig:=Bd2_RLC_14,class:=RLC	+	1329	1433.0	30	34415726	34417053	12	8
Bd1	34441893	34442591	RIX_noname_Bd1-386,tsd_len:=1,name_orig:=RIX_noname_Bd1-386,class:=RIX	-	698	1135	23	34441609	34442574	9	11
Bd1	35197360	35199073	RLC_unknown_Bd1-1502,ident_perc:=100.0,cov_perc:=20.0,tsd_len:=5,name_orig:=Bd3_RLC_47,class:=RLC	-	1713	1849	15	35197352	35199073	23	18
Bd1	35338760	35340090	RLC_unknown_Bd1-1510,ident_perc:=99.0,cov_perc:=16.0,tsd_len:=2,name_orig:=Bd2_RLC_14,class:=RLC	+	1330	1455.5	18	35338764	35340090	14	8
Bd1	35773103	35774814	RLC_unknown_Bd1-1543,ident_perc:=100.0,cov_perc:=20.0,tsd_len:=3,name_orig:=Bd3_RLC_47,class:=RLC	+	1711	1718.5	6	35773098	35774811	17	11
Bd1	36422975	36424015	RLG_unknown_Bd1-2710,ident_perc:=97.0,cov_perc:=6.0,name_orig:=Bd3_RLG_48,class:=RLG	-	1040	1274.0	6	36424487	36424101	13	10
Bd1	36564371	36565579	RLG_unknown_Bd1-2768,ident_perc:=95.0,cov_perc:=8.0,name_orig:=Bd5_RLG_17,class:=RLG	+	1208	1393	1	36565465	36566858	6	6
Bd1	36737823	36740994	RLX_unknown_Bd1-1253,ident_perc:=91.0,cov_perc:=27.0,name_orig:=Bd4_RLX_19,class:=RLX	-	3171	3273.5	8	36737803	36740994	10	15
Bd1	36833355	36836699	RLG_unknown_Bd1-2831,ident_perc:=95.0,cov_perc:=34.0,name_orig:=Bd2_RLG_27,class:=RLG	-	3344	3476.5	12	36833365	36836700	11	13
Bd1	37239058	37240066	RLX_unknown_Bd1-1304,ident_perc:=98.0,cov_perc:=16.0,tsd_len:=5,name_orig:=Bd2_RLX_10,class:=RLX	-	1008	1125	15	37239057	37240066	14	9
Bd1	37354530	37361774	RLG_unknown_Bd1-37,tsd_len:=5,ltr_age:=0.242,name_orig:=Bd1_RLG_37,class:=RLG	-	7244	7316.5	6	37354525	37361774	22	24
Bd1	37498618	37499372	RLG_unknown_Bd1-3039,ident_perc:=99.0,cov_perc:=9.0,tsd_len:=0,name_orig:=Bd2_RLG_36,class:=RLG	+	754	833.0	2	37498612	37499419	12	8
Bd1	37565659	37566367	RLX_unknown_Bd1-1330,ident_perc:=96.0,cov_perc:=7.0,tsd_len:=0,name_orig:=Bd4_RLX_13,class:=RLX	-	708	1148.0	156	37566772	37545523	130	193
Bd1	37804751	37808039	RLG_unknown_Bd1-3072,ident_perc:=97.0,cov_perc:=31.0,name_orig:=Bd1_RLG_34,class:=RLG	-	3288	3411.5	20	37804752	37808041	8	8
Bd1	38459649	38460690	RLX_unknown_Bd1-1413,ident_perc:=98.0,cov_perc:=7.0,name_orig:=Bd2_RLX_9,class:=RLX	+	1041	1146.0	16	38459650	38460690	19	9
Bd1	38614111	38614460	RLG_unknown_Bd1-3208,ident_perc:=96.0,cov_perc:=3.0,name_orig:=Bd1_RLG_51,class:=RLG	+	349	624	1	38613633	38614257	44	51
Bd1	38882746	38884074	RLC_unknown_Bd1-1728,ident_perc:=100.0,cov_perc:=17.0,name_orig:=Bd4_RLC_47,class:=RLC	+	1328	1499	15	38882747	38884074	23	11
Bd1	39017341	39018705	RLC_unknown_Bd1-1734,ident_perc:=100.0,cov_perc:=17.0,tsd_len:=0,name_orig:=Bd2_RLC_23,class:=RLC	-	1364	1509	17	39017349	39018704	22	21
Bd1	39049269	39050620	RLC_unknown_Bd1-1735,ident_perc:=100.0,cov_perc:=17.0,tsd_len:=0,name_orig:=Bd2_RLC_23,class:=RLC	+	1351	1450	17	39049268	39050624	25	24
Bd1	39574186	39575512	RLC_unknown_Bd1-1780,ident_perc:=100.0,cov_perc:=17.0,name_orig:=Bd4_RLC_47,class:=RLC	-	1326	1450	13	39574183	39575512	31	19
Bd1	39755960	39757322	RLX_unknown_Bd1-1492,ident_perc:=99.0,cov_perc:=12.0,name_orig:=Bd4_RLX_19,class:=RLX	-	1362	1452	17	39755962	39757312	14	10
Bd1	40496951	40498630	RLC_unknown_Bd1-1843,ident_perc:=97.0,cov_perc:=20.0,tsd_len:=3,name_orig:=Bd4_RLC_19,class:=RLC	-	1679	1855.5	2	40496773	40498639	13	11
Bd1	40660858	40664171	RLC_unknown_Bd1-1852,ident_perc:=98.0,cov_perc:=21.0,name_orig:=Bd2_RLC_24,class:=RLC	-	3313	3489	9	40660853	40664173	12	13
Bd1	40739061	40740391	RLC_unknown_Bd1-1853,ident_perc:=99.0,cov_perc:=16.0,tsd_len:=1,name_orig:=Bd2_RLC_14,class:=RLC	+	1330	1482.5	2	40739064	40740554	11	9
Bd1	40834631	40835586	RLG_unknown_Bd1-3545,ident_perc:=98.0,cov_perc:=12.0,tsd_len:=3,name_orig:=Bd3_RLG_32,class:=RLG	+	955	1049.0	4	40834595	40835608	8	7
Bd1	40893415	40894741	RLG_unknown_Bd1-3554,ident_perc:=98.0,cov_perc:=10.0,name_orig:=Bd5_RLG_4,class:=RLG	+	1326	1562	5	40893414	40894743	5	6
Bd1	40897149	40901803	RLC_unknown_Bd1-1873,ident_perc:=92.0,cov_perc:=46.0,name_orig:=Bd1_RLC_63,class:=RLC	-	4654	4740.0	14	40897149	40901793	6	12
Bd1	41041002	41044192	RLG_unknown_Bd1-3563,ident_perc:=90.0,cov_perc:=26.0,name_orig:=Bd3_RLG_34,class:=RLG	+	3190	3309	1	41040902	41044211	6	7
Bd1	41187686	41188684	RLX_unknown_Bd1-1563,ident_perc:=97.0,cov_perc:=16.0,tsd_len:=2,name_orig:=Bd2_RLX_10,class:=RLX	-	998	1067.5	10	41187686	41188681	7	8
Bd1	41491827	41496417	RLC_unknown_Bd1-44,tsd_len:=3,ltr_age:=1.042,name_orig:=Bd1_RLC_44,class:=RLC	-	4590	4709	19	41491828	41496417	29	17
Bd1	41621011	41622713	RLC_unknown_Bd1-1926,ident_perc:=100.0,cov_perc:=20.0,tsd_len:=5,name_orig:=Bd3_RLC_47,class:=RLC	-	1702	1818	15	41621010	41622713	11	8
Bd1	41998553	41999911	RLC_unknown_Bd1-1944,ident_perc:=98.0,cov_perc:=17.0,tsd_len:=0,name_orig:=Bd2_RLC_30,class:=RLC	-	1358	1505	17	41998552	41999905	14	11
Bd1	42154032	42155370	RLG_unknown_Bd1-3688,ident_perc:=97.0,cov_perc:=18.0,name_orig:=Bd5_RLG_18,class:=RLG	-	1338	1430	1	42154026	42155463	6	4
Bd1	42468311	42469665	RLC_unknown_Bd1-1961,ident_perc:=96.0,cov_perc:=17.0,tsd_len:=0,name_orig:=Bd3_RLC_43,class:=RLC	+	1354	1501.0	12	42468307	42469664	7	8
Bd1	43353774	43354841	RLX_unknown_Bd1-1661,ident_perc:=99.0,cov_perc:=11.0,tsd_len:=0,name_orig:=Bd1_RLX_14,class:=RLX	-	1067	1266	1	43353478	43354839	10	6
Bd1	44432419	44434132	RLC_unknown_Bd1-2047,ident_perc:=99.0,cov_perc:=20.0,tsd_len:=4,name_orig:=Bd4_RLC_19,class:=RLC	-	1713	1886.0	6	44432302	44434132	16	10
Bd1	44688416	44696414	RLC_unknown_Bd1-50,tsd_len:=5,ltr_age:=0.146,name_orig:=Bd1_RLC_50,class:=RLC	+	7998	8121	11	44688415	44696413	52	33
Bd1	44722138	44725833	RLG_unknown_Bd1-3904,ident_perc:=96.0,cov_perc:=22.0,name_orig:=Bd2_RLG_32,class:=RLG	-	3695	3788.5	12	44722140	44725832	47	42
Bd1	44850682	44859389	RLC_unknown_Bd1-2060,ident_perc:=100.0,cov_perc:=100.0,ltr_age:=0.069,name_orig:=Bd4_RLC_44,class:=RLC	-	8707	8848	9	44850682	44859389	30	16
Bd1	46937360	46938350	RLG_unknown_Bd1-4084,ident_perc:=95.0,cov_perc:=7.0,tsd_len:=5,name_orig:=Bd2_RLG_58,class:=RLG	+	990	1058.5	2	46937339	46938349	7	7
Bd1	46961327	46962283	RLG_unknown_Bd1-4088,ident_perc:=98.0,cov_perc:=12.0,tsd_len:=2,name_orig:=Bd3_RLG_41,class:=RLG	+	956	1035	19	46961328	46962279	13	11
Bd1	47279799	47281445	RLC_unknown_Bd1-2150,ident_perc:=99.0,cov_perc:=19.0,tsd_len:=5,name_orig:=Bd1_RLC_45,class:=RLC	+	1646	1903.5	2	47279646	47281475	8	7
Bd1	47363739	47379390	RLC_unknown_Bd1-53,tsd_len:=2,ltr_age:=0.046,name_orig:=Bd1_RLC_53,class:=RLC	-	15651	15763	11	47363754	47379383	30	23
Bd1	47482339	47486589	DTH_J_Bd1-4,tsd_len:=3,name_orig:=DTH_J_Bd1-4,class:=DTH	-	4250	4354	11	47482341	47486588	9	8
Bd1	47520460	47522173	RLC_unknown_Bd1-2165,ident_perc:=99.0,cov_perc:=20.0,tsd_len:=4,name_orig:=Bd3_RLC_47,class:=RLC	-	1713	1911	11	47520414	47522171	17	15
Bd1	47538656	47541780	RIX_noname_Bd1-556,tsd_len:=1,name_orig:=RIX_noname_Bd1-556,class:=RIX	-	3124	3409	5	47542256	47541981	13	11
Bd1	47542500	47544357	RLG_unknown_Bd1-4133,ident_perc:=93.0,cov_perc:=13.0,name_orig:=Bd1_RLG_54,class:=RLG	+	1857	1896.0	12	47542506	47544357	5	5
Bd1	48036557	48038248	RLG_unknown_Bd1-4176,ident_perc:=99.0,cov_perc:=12.0,name_orig:=Bd2_RLG_63,class:=RLG	+	1691	1809	11	48036554	48038234	17	10
Bd1	48174164	48175164	RLG_unknown_Bd1-4189,ident_perc:=88.0,cov_perc:=7.0,name_orig:=Bd3_RLG_60,class:=RLG	+	1000	1157.5	6	48174120	48175167	7	8
Bd1	48663490	48666817	RLG_unknown_Bd1-4220,ident_perc:=90.0,cov_perc:=35.0,name_orig:=Bd1_RLG_25,class:=RLG	-	3327	3382	5	48667262	48666814	6	6
Bd1	49183137	49183559	RIX_noname_Bd1-573,tsd_len:=0,name_orig:=RIX_noname_Bd1-573,class:=RIX	-	422	776	13	49182855	49183553	8	9
Bd1	49203761	49205118	RLC_unknown_Bd1-2232,ident_perc:=98.0,cov_perc:=17.0,tsd_len:=2,name_orig:=Bd2_RLC_30,class:=RLC	+	1357	1482	25	49203763	49205118	11	10
Bd1	50673187	50674901	RLC_unknown_Bd1-2300,ident_perc:=100.0,cov_perc:=20.0,tsd_len:=0,name_orig:=Bd4_RLC_19,class:=RLC	+	1714	1946	3	50673154	50675019	18	12
Bd1	50753895	50755220	RLC_unknown_Bd1-2303,ident_perc:=100.0,cov_perc:=16.0,name_orig:=Bd2_RLC_19,class:=RLC	-	1325	1464	15	50753895	50755220	47	37
Bd1	51718672	51720002	RLC_unknown_Bd1-2375,ident_perc:=100.0,cov_perc:=17.0,tsd_len:=5,name_orig:=Bd1_RLC_35,class:=RLC	-	1330	1483	11	51718609	51720000	18	12
Bd1	51922519	51924231	RLC_unknown_Bd1-2383,ident_perc:=100.0,cov_perc:=20.0,tsd_len:=5,name_orig:=Bd4_RLC_19,class:=RLC	+	1712	1846	9	51922519	51924231	26	13
Bd1	52171467	52175849	RLC_unknown_Bd1-2391,ident_perc:=92.0,cov_perc:=44.0,name_orig:=Bd1_RLC_63,class:=RLC	+	4382	4887.0	2	52171464	52176195	5	6
Bd1	52240671	52242383	RLC_unknown_Bd1-2395,ident_perc:=100.0,cov_perc:=20.0,tsd_len:=5,name_orig:=Bd4_RLC_19,class:=RLC	+	1712	1844.5	28	52240670	52242383	27	16
Bd1	52433581	52436694	RLX_unknown_Bd1-1983,ident_perc:=94.0,cov_perc:=26.0,name_orig:=Bd2_RLX_19,class:=RLX	+	3113	3251	17	52433585	52436692	8	7
Bd1	52505335	52508467	RLX_unknown_Bd1-1986,ident_perc:=95.0,cov_perc:=26.0,name_orig:=Bd2_RLX_19,class:=RLX	-	3132	3301.5	10	52505335	52508467	20	14
