chromosome	feature_start	feature_end	feature_id	feature_strand	feature_length	isize	nr_deviant	absence_start	absence_end	cov_mean	cov_stdev
Bd1	5966618	5967463	RLX_unknown_Bd1-181,ident_perc:=95.0,cov_perc:=7.0,tsd_len:=5,name_orig:=Bd3_RLX_11,class:=RLX	-	845	980.0	2	5966579	5967507	6	6
Bd1	6785967	6786984	RLX_unknown_Bd1-204,ident_perc:=96.0,cov_perc:=16.0,tsd_len:=3,name_orig:=Bd2_RLX_10,class:=RLX	+	1017	1205.5	6	6785966	6786983	7	8
Bd1	7557083	7558429	RLX_unknown_Bd1-223,ident_perc:=93.0,cov_perc:=19.0,tsd_len:=2,name_orig:=Bd4_RLX_3,class:=RLX	-	1346	1501	27	7557052	7558426	11	10
Bd1	8101206	8102567	RLG_unknown_Bd1-457,ident_perc:=98.0,cov_perc:=9.0,name_orig:=Bd4_RLG_51,class:=RLG	-	1361	1539	7	8101222	8102598	10	5
Bd1	8152338	8157497	RLC_unknown_Bd1-6,tsd_len:=5,ltr_age:=0.227,name_orig:=Bd1_RLC_6,class:=RLC	+	5159	5263.5	26	8152337	8157495	11	11
Bd1	8318352	8319681	RLC_unknown_Bd1-308,ident_perc:=99.0,cov_perc:=16.0,tsd_len:=2,name_orig:=Bd2_RLC_14,class:=RLC	-	1329	1552.5	18	8318354	8319681	21	14
Bd1	8471536	8472861	RLC_unknown_Bd1-315,ident_perc:=100.0,cov_perc:=17.0,tsd_len:=5,name_orig:=Bd1_RLC_43,class:=RLC	-	1325	1497	17	8471536	8472861	20	16
Bd1	9097221	9097936	RLC_unknown_Bd1-333,ident_perc:=98.0,cov_perc:=12.0,tsd_len:=0,name_orig:=Bd2_RLC_6,class:=RLC	-	715	856.0	18	9097223	9097931	10	9
Bd1	9282208	9283550	RLC_unknown_Bd1-348,ident_perc:=99.0,cov_perc:=16.0,tsd_len:=0,name_orig:=Bd2_RLC_14,class:=RLC	-	1342	1416.0	12	9282216	9283545	21	19
Bd1	9826045	9827786	RLC_unknown_Bd1-371,ident_perc:=99.0,cov_perc:=20.0,tsd_len:=4,name_orig:=Bd1_RLC_18,class:=RLC	-	1741	1950.0	16	9826036	9827785	19	20
Bd1	10273376	10274718	RLG_unknown_Bd1-599,ident_perc:=99.0,cov_perc:=9.0,name_orig:=Bd4_RLG_51,class:=RLG	+	1342	1413.0	12	10273383	10274717	23	14
Bd1	10285661	10286727	RLC_unknown_Bd1-392,ident_perc:=94.0,cov_perc:=16.0,tsd_len:=5,name_orig:=Bd5_RLC_9,class:=RLC	+	1066	1290	15	10285663	10286726	24	12
Bd1	10345791	10353667	RLC_unknown_Bd1-8,tsd_len:=5,ltr_age:=0.258,name_orig:=Bd1_RLC_8,class:=RLC	-	7876	7909	3	10345780	10353670	57	43
Bd1	10886495	10889410	RLC_unknown_Bd1-412,ident_perc:=99.0,cov_perc:=34.0,name_orig:=Bd4_RLC_18,class:=RLC	-	2915	2979	3	10886465	10889414	11	7
Bd1	11042291	11042456	DTM_Mutator_c8-1_Bd1-13,tsd_len:=0,name_orig:=DTM_Mutator_c8-1_Bd1-13,class:=DTM	+	165	729	11	11042897	11042751	11	9
Bd1	11042566	11042727	DTM_Mutator_c8-1_Bd1-12,tsd_len:=2,name_orig:=DTM_Mutator_c8-1_Bd1-12,class:=DTM	-	161	723	9	11042897	11042925	13	11
Bd1	11240884	11242213	RLC_unknown_Bd1-423,ident_perc:=99.0,cov_perc:=16.0,tsd_len:=2,name_orig:=Bd2_RLC_14,class:=RLC	-	1329	1485	5	11240887	11242295	11	7
Bd1	11668619	11668859	DTT_Stowaway_N_Bd1-15,tsd_len:=0,name_orig:=DTT_Stowaway_N_Bd1-15,class:=DTT	+	240	691	1	11668205	11668895	17	9
Bd1	12351716	12353019	RLX_unknown_Bd1-387,ident_perc:=94.0,cov_perc:=19.0,tsd_len:=0,name_orig:=Bd4_RLX_1,class:=RLX	-	1303	1456.0	22	12351711	12353017	7	7
Bd1	12979853	12981187	RLC_unknown_Bd1-520,ident_perc:=100.0,cov_perc:=18.0,name_orig:=Bd2_RLC_39,class:=RLC	+	1334	1495.5	20	12979844	12981181	25	17
Bd1	13279096	13280420	RLC_unknown_Bd1-529,ident_perc:=100.0,cov_perc:=17.0,tsd_len:=10,name_orig:=Bd1_RLC_35,class:=RLC	+	1324	1422	19	13279095	13280420	33	25
Bd1	13579410	13582744	RLG_unknown_Bd1-942,ident_perc:=97.0,cov_perc:=13.0,name_orig:=Bd3_RLG_20,class:=RLG	+	3334	3458.0	2	13579405	13582856	13	14
Bd1	13672777	13676459	RLC_unknown_Bd1-546,ident_perc:=97.0,cov_perc:=22.0,name_orig:=Bd4_RLC_5,class:=RLC	+	3682	3842	25	13672781	13676459	47	47
Bd1	13677432	13678780	RLC_unknown_Bd1-547,ident_perc:=99.0,cov_perc:=16.0,tsd_len:=0,name_orig:=Bd2_RLC_14,class:=RLC	+	1348	1502	23	13677449	13678777	15	9
Bd1	13884884	13890066	RLC_unknown_Bd1-12,tsd_len:=5,ltr_age:=0.638,name_orig:=Bd1_RLC_12,class:=RLC	+	5182	5272.0	16	13884884	13890063	5	6
Bd1	14059276	14061072	RLG_unknown_Bd1-980,ident_perc:=90.0,cov_perc:=12.0,name_orig:=Bd1_RLG_5,class:=RLG	-	1796	2298	3	14061248	14063014	11	7
Bd1	14176392	14176610	DTT_Stowaway_D_Bd1-71,tsd_len:=0,name_orig:=DTT_Stowaway_D_Bd1-71,class:=DTT	+	218	814	1	14176038	14176852	23	11
Bd1	14411976	14420195	RLG_unknown_Bd1-10,tsd_len:=3,ltr_age:=0.488,name_orig:=Bd1_RLG_10,class:=RLG	-	8219	8457	9	14411827	14420195	11	20
Bd1	15462240	15474866	DHH_D_Bd1-3,tsd_len:=0,name_orig:=DHH_D_Bd1-3,class:=DHH	+	12626	12693	29	15463709	15465777	10	9
Bd1	15559985	15560448	RLC_unknown_Bd1-614,ident_perc:=81.0,cov_perc:=6.0,name_orig:=Bd3_RLC_57,class:=RLC	-	463	1066.5	16	15559935	15560860	4	7
Bd1	16726241	16727922	RLG_unknown_Bd1-1153,ident_perc:=99.0,cov_perc:=10.0,name_orig:=Bd3_RLG_14,class:=RLG	+	1681	2004.5	6	16726112	16719786	10	6
Bd1	16869772	16872436	RLG_unknown_Bd1-1170,ident_perc:=99.0,cov_perc:=25.0,name_orig:=Bd1_RLG_34,class:=RLG	+	2664	2798.0	12	16869772	16872427	9	8
Bd1	19682459	19686141	DTA_noname_Bd1-38,tsd_len:=5,name_orig:=DTA_noname_Bd1-38,class:=DTA	+	3682	3833	11	19682458	19686156	10	7
Bd1	20040491	20041201	RLC_unknown_Bd1-785,ident_perc:=99.0,cov_perc:=12.0,tsd_len:=5,name_orig:=Bd2_RLC_6,class:=RLC	-	710	840.0	14	20040491	20041201	9	7
Bd1	20239876	20248632	RLC_unknown_Bd1-18,tsd_len:=5,ltr_age:=0.288,name_orig:=Bd1_RLC_18,class:=RLC	-	8756	8867.0	14	20239875	20248631	38	44
Bd1	20991444	20992780	RLG_unknown_Bd1-1399,ident_perc:=99.0,cov_perc:=13.0,name_orig:=Bd2_RLG_10,class:=RLG	-	1336	1412.5	18	20991443	20992770	20	18
Bd1	21541963	21542674	RLC_unknown_Bd1-867,ident_perc:=99.0,cov_perc:=12.0,tsd_len:=5,name_orig:=Bd4_RLC_3,class:=RLC	+	711	836.0	6	21541909	21542670	11	9
Bd1	21551742	21553454	RLC_unknown_Bd1-868,ident_perc:=99.0,cov_perc:=20.0,tsd_len:=5,name_orig:=Bd3_RLC_47,class:=RLC	+	1712	1818.5	8	21551739	21553536	19	18
Bd1	21881260	21882586	RLC_unknown_Bd1-884,ident_perc:=97.0,cov_perc:=17.0,tsd_len:=3,name_orig:=Bd1_RLC_69,class:=RLC	-	1326	1479	17	21881259	21882584	7	8
Bd1	22211470	22212810	RLX_unknown_Bd1-693,ident_perc:=99.0,cov_perc:=19.0,tsd_len:=5,name_orig:=Bd4_RLX_1,class:=RLX	+	1340	1464.0	16	22211469	22212809	12	9
Bd1	22633522	22636827	RLG_unknown_Bd1-1513,ident_perc:=92.0,cov_perc:=20.0,name_orig:=Bd5_RLG_19,class:=RLG	-	3305	3482.5	8	22633502	22636832	12	12
Bd1	23794400	23798114	RLC_unknown_Bd1-977,ident_perc:=95.0,cov_perc:=23.0,name_orig:=Bd2_RLC_24,class:=RLC	-	3714	3763	1	23797962	23801725	14	12
Bd1	23798115	23801318	RLG_unknown_Bd1-1654,ident_perc:=93.0,cov_perc:=26.0,name_orig:=Bd4_RLG_30,class:=RLG	-	3203	3763	1	23797962	23801725	11	13
Bd1	23934037	23935350	RLC_unknown_Bd1-982,ident_perc:=97.0,cov_perc:=17.0,tsd_len:=5,name_orig:=Bd1_RLC_69,class:=RLC	+	1313	1470	5	23934001	23935409	13	13
Bd1	24166205	24168728	RLC_unknown_Bd1-993,ident_perc:=98.0,cov_perc:=33.0,name_orig:=Bd1_RLC_69,class:=RLC	-	2523	3123	1	24165981	24169106	4	5
Bd1	24370528	24378705	RLC_unknown_Bd1-24,tsd_len:=5,name_orig:=Bd1_RLC_24,class:=RLC	-	8177	8313.5	26	24370528	24378705	34	32
Bd1	24391766	24401030	RLC_unknown_Bd1-25,tsd_len:=5,ltr_age:=0.058,name_orig:=Bd1_RLC_25,class:=RLC	+	9264	9382.0	22	24391765	24401030	26	22
Bd1	24899267	24900041	RLC_unknown_Bd1-1038,ident_perc:=100.0,cov_perc:=10.0,tsd_len:=0,name_orig:=Bd4_RLC_16,class:=RLC	-	774	1084.5	2	24899159	24900228	17	9
Bd1	25317408	25318752	RLX_unknown_Bd1-824,ident_perc:=98.0,cov_perc:=19.0,tsd_len:=3,name_orig:=Bd4_RLX_1,class:=RLX	+	1344	1448.5	16	25317408	25318752	19	11
Bd1	25600078	25600286	DTH_Tourist_B_Bd1-17,tsd_len:=1,name_orig:=DTH_Tourist_B_Bd1-17,class:=DTH	-	208	755	7	25599834	25600356	9	9
Bd1	26106235	26107449	RLC_unknown_Bd1-1076,ident_perc:=99.0,cov_perc:=14.0,tsd_len:=0,name_orig:=Bd2_RLC_14,class:=RLC	+	1214	1372	7	26106195	26107454	13	9
Bd1	26270669	26275724	RLC_unknown_Bd1-1081,ident_perc:=97.0,cov_perc:=98.0,name_orig:=Bd3_RLC_18,class:=RLC	-	5055	5267.0	26	26270579	26275723	13	8
Bd1	26442726	26444047	RLC_unknown_Bd1-1084,ident_perc:=99.0,cov_perc:=15.0,tsd_len:=5,name_orig:=Bd2_RLC_14,class:=RLC	+	1321	1545.0	8	26442725	26444069	18	11
Bd1	26575882	26577606	RLC_unknown_Bd1-1086,ident_perc:=99.0,cov_perc:=20.0,tsd_len:=1,name_orig:=Bd3_RLC_47,class:=RLC	+	1724	1896	19	26575881	26577597	13	11
Bd1	26877652	26880732	DTA_noname_Bd1-66,tsd_len:=2,name_orig:=DTA_noname_Bd1-66,class:=DTA	-	3080	3624	23	26877654	26881141	14	17
Bd1	26901110	26901365	RLG_unknown_Bd1-1908,ident_perc:=97.0,cov_perc:=1.0,name_orig:=Bd5_RLG_20,class:=RLG	+	255	840	19	26901124	26901788	7	7
Bd1	26901369	26901637	RLG_unknown_Bd1-1909,ident_perc:=98.0,cov_perc:=2.0,name_orig:=Bd5_RLG_20,class:=RLG	-	268	839.0	18	26901124	26901788	6	7
Bd1	26938733	26939092	RIX_noname_Bd1-287,tsd_len:=0,name_orig:=RIX_noname_Bd1-287,class:=RIX	+	359	798	3	26938726	26939239	14	8
Bd1	27180785	27182485	RLC_unknown_Bd1-1110,ident_perc:=100.0,cov_perc:=20.0,name_orig:=Bd4_RLC_18,class:=RLC	-	1700	1829.0	26	27180786	27182479	13	9
Bd1	27287760	27288167	RLG_unknown_Bd1-1932,ident_perc:=79.0,cov_perc:=4.0,name_orig:=Bd3_RLG_9,class:=RLG	+	407	800.5	4	27287764	27288204	17	13
Bd1	27315281	27315519	DTT_Stowaway_G_Bd1-47,tsd_len:=0,name_orig:=DTT_Stowaway_G_Bd1-47,class:=DTT	-	238	715	1	27315007	27315735	21	11
Bd1	27566492	27572605	RLG_unknown_Bd1-1948,ident_perc:=93.0,cov_perc:=45.0,name_orig:=Bd1_RLG_26,class:=RLG	+	6113	6430.0	8	27572768	27566580	2	4
Bd1	28350250	28351577	RLC_unknown_Bd1-1150,ident_perc:=100.0,cov_perc:=18.0,name_orig:=Bd2_RLC_39,class:=RLC	+	1327	1572	7	28350218	28351591	47	32
Bd1	29246526	29260617	RLG_unknown_Bd1-21,tsd_len:=5,ltr_age:=1.873,name_orig:=Bd1_RLG_21,class:=RLG	+	14091	14223	23	29246525	29260616	3	5
Bd1	31814751	31816091	RLG_unknown_Bd1-2220,ident_perc:=100.0,cov_perc:=18.0,name_orig:=Bd5_RLG_18,class:=RLG	+	1340	1538.5	12	31816587	31797601	24	13
Bd1	32472503	32480434	RLC_unknown_Bd1-35,tsd_len:=5,ltr_age:=0.031,name_orig:=Bd1_RLC_35,class:=RLC	-	7931	8088	19	32472502	32480434	66	33
Bd1	32706559	32708289	RLC_unknown_Bd1-1358,ident_perc:=100.0,cov_perc:=20.0,tsd_len:=6,name_orig:=Bd3_RLC_47,class:=RLC	+	1730	1968	1	32706504	32708475	24	11
Bd1	32886235	32887090	RLG_unknown_Bd1-2324,ident_perc:=95.0,cov_perc:=6.0,tsd_len:=0,name_orig:=Bd1_RLG_12,class:=RLG	+	855	1072.5	10	32886234	32887093	21	14
Bd1	33243778	33245119	RLX_unknown_Bd1-1086,ident_perc:=94.0,cov_perc:=19.0,tsd_len:=5,name_orig:=Bd4_RLX_3,class:=RLX	+	1341	1615.5	34	33245323	33245118	3	5
Bd1	33506385	33507711	RLC_unknown_Bd1-1389,ident_perc:=99.0,cov_perc:=16.0,tsd_len:=5,name_orig:=Bd2_RLC_14,class:=RLC	+	1326	1499	17	33506385	33507711	19	11
Bd1	33554997	33559911	RLC_unknown_Bd1-36,tsd_len:=5,ltr_age:=2.462,name_orig:=Bd1_RLC_36,class:=RLC	-	4914	5073.0	18	33554997	33559934	2	4
Bd1	33750097	33751423	RLC_unknown_Bd1-1406,ident_perc:=100.0,cov_perc:=16.0,tsd_len:=5,name_orig:=Bd2_RLC_14,class:=RLC	+	1326	1662	1	33749868	33751514	24	19
Bd1	34037046	34040290	RLX_unknown_Bd1-1118,ident_perc:=95.0,cov_perc:=35.0,name_orig:=Bd4_RLX_10,class:=RLX	-	3244	3490.5	10	34037045	34040294	18	20
Bd1	34304915	34311223	RLC_unknown_Bd1-1435,ident_perc:=98.0,cov_perc:=94.0,ltr_age:=0.338,name_orig:=Bd5_RLC_9,class:=RLC	-	6308	6786	27	34304914	34311520	12	14
Bd1	34415727	34417056	RLC_unknown_Bd1-1449,ident_perc:=99.0,cov_perc:=16.0,tsd_len:=2,name_orig:=Bd2_RLC_14,class:=RLC	+	1329	1457	29	34415726	34417053	17	11
Bd1	34441893	34442591	RIX_noname_Bd1-386,tsd_len:=1,name_orig:=RIX_noname_Bd1-386,class:=RIX	-	698	1134	17	34441610	34442574	6	7
Bd1	35197360	35199073	RLC_unknown_Bd1-1502,ident_perc:=100.0,cov_perc:=20.0,tsd_len:=5,name_orig:=Bd3_RLC_47,class:=RLC	-	1713	1834	9	35197359	35199073	26	17
Bd1	35338760	35340090	RLC_unknown_Bd1-1510,ident_perc:=99.0,cov_perc:=16.0,tsd_len:=2,name_orig:=Bd2_RLC_14,class:=RLC	+	1330	1503.0	10	35338764	35340090	19	12
Bd1	35773103	35774814	RLC_unknown_Bd1-1543,ident_perc:=100.0,cov_perc:=20.0,tsd_len:=3,name_orig:=Bd3_RLC_47,class:=RLC	+	1711	1738	1	35773098	35774849	17	12
Bd1	36422975	36424015	RLG_unknown_Bd1-2710,ident_perc:=97.0,cov_perc:=6.0,name_orig:=Bd3_RLG_48,class:=RLG	-	1040	1180.5	8	36422974	36424055	15	11
Bd1	36564371	36565579	RLG_unknown_Bd1-2768,ident_perc:=95.0,cov_perc:=8.0,name_orig:=Bd5_RLG_17,class:=RLG	+	1208	1485	1	36565479	36566983	5	6
Bd1	36737823	36740994	RLX_unknown_Bd1-1253,ident_perc:=91.0,cov_perc:=27.0,name_orig:=Bd4_RLX_19,class:=RLX	-	3171	3327.5	8	36737802	36741004	10	15
Bd1	36833355	36836699	RLG_unknown_Bd1-2831,ident_perc:=95.0,cov_perc:=34.0,name_orig:=Bd2_RLG_27,class:=RLG	-	3344	3554	17	36833344	36836700	9	8
Bd1	37354530	37361774	RLG_unknown_Bd1-37,tsd_len:=5,ltr_age:=0.242,name_orig:=Bd1_RLG_37,class:=RLG	-	7244	7462.0	16	37354530	37361774	17	19
Bd1	37498618	37499372	RLG_unknown_Bd1-3039,ident_perc:=99.0,cov_perc:=9.0,tsd_len:=0,name_orig:=Bd2_RLG_36,class:=RLG	+	754	884	1	37498592	37499476	9	7
Bd1	37565659	37566367	RLX_unknown_Bd1-1330,ident_perc:=96.0,cov_perc:=7.0,tsd_len:=0,name_orig:=Bd4_RLX_13,class:=RLX	-	708	1191.0	154	37566792	37550710	101	135
Bd1	37766139	37774025	RLC_unknown_Bd1-40,tsd_len:=5,ltr_age:=0.431,name_orig:=Bd1_RLC_40,class:=RLC	+	7886	7993	7	37766117	37774040	20	29
Bd1	37804751	37808039	RLG_unknown_Bd1-3072,ident_perc:=97.0,cov_perc:=31.0,name_orig:=Bd1_RLG_34,class:=RLG	-	3288	3459.5	18	37804733	37808041	5	6
Bd1	38113183	38113902	RLX_unknown_Bd1-1382,ident_perc:=89.0,cov_perc:=21.0,name_orig:=Bd3_RLX_4,class:=RLX	-	719	1272	53	38114556	38099804	29	61
Bd1	38459649	38460690	RLX_unknown_Bd1-1413,ident_perc:=98.0,cov_perc:=7.0,name_orig:=Bd2_RLX_9,class:=RLX	+	1041	1170.0	22	38459650	38460690	17	9
Bd1	38487675	38488439	RLG_unknown_Bd1-3187,ident_perc:=98.0,cov_perc:=9.0,name_orig:=Bd2_RLG_45,class:=RLG	+	764	1310.5	10	38487684	38488866	9	9
Bd1	38882746	38884074	RLC_unknown_Bd1-1728,ident_perc:=100.0,cov_perc:=17.0,name_orig:=Bd4_RLC_47,class:=RLC	+	1328	1510	25	38882747	38884074	23	13
Bd1	39017341	39018705	RLC_unknown_Bd1-1734,ident_perc:=100.0,cov_perc:=17.0,tsd_len:=0,name_orig:=Bd2_RLC_23,class:=RLC	-	1364	1553.5	14	39017308	39018704	18	15
Bd1	39049269	39050620	RLC_unknown_Bd1-1735,ident_perc:=100.0,cov_perc:=17.0,tsd_len:=0,name_orig:=Bd2_RLC_23,class:=RLC	+	1351	1451	13	39049268	39050624	23	23
Bd1	39574186	39575512	RLC_unknown_Bd1-1780,ident_perc:=100.0,cov_perc:=17.0,name_orig:=Bd4_RLC_47,class:=RLC	-	1326	1607.5	16	39574183	39575512	34	22
Bd1	39755960	39757322	RLX_unknown_Bd1-1492,ident_perc:=99.0,cov_perc:=12.0,name_orig:=Bd4_RLX_19,class:=RLX	-	1362	1450	21	39755963	39757312	12	7
Bd1	40420271	40421223	RLG_unknown_Bd1-3490,ident_perc:=95.0,cov_perc:=11.0,name_orig:=Bd2_RLG_45,class:=RLG	+	952	1132.0	24	40420270	40421234	11	11
Bd1	40619257	40624521	RLC_unknown_Bd1-42,tsd_len:=5,ltr_age:=1.081,name_orig:=Bd1_RLC_42,class:=RLC	+	5264	5335	13	40619256	40624521	11	6
Bd1	40660858	40664171	RLC_unknown_Bd1-1852,ident_perc:=98.0,cov_perc:=21.0,name_orig:=Bd2_RLC_24,class:=RLC	-	3313	3350	1	40660845	40664195	8	10
Bd1	40834631	40835586	RLG_unknown_Bd1-3545,ident_perc:=98.0,cov_perc:=12.0,tsd_len:=3,name_orig:=Bd3_RLG_32,class:=RLG	+	955	1121.0	4	40834587	40835586	7	4
Bd1	40893415	40894741	RLG_unknown_Bd1-3554,ident_perc:=98.0,cov_perc:=10.0,name_orig:=Bd5_RLG_4,class:=RLG	+	1326	1488	7	40893404	40894777	7	6
Bd1	40897149	40901803	RLC_unknown_Bd1-1873,ident_perc:=92.0,cov_perc:=46.0,name_orig:=Bd1_RLC_63,class:=RLC	-	4654	4853.5	18	40897149	40901793	10	15
Bd1	41187686	41188684	RLX_unknown_Bd1-1563,ident_perc:=97.0,cov_perc:=16.0,tsd_len:=2,name_orig:=Bd2_RLX_10,class:=RLX	-	998	1081.0	6	41187685	41188681	6	7
Bd1	41491827	41496417	RLC_unknown_Bd1-44,tsd_len:=3,ltr_age:=1.042,name_orig:=Bd1_RLC_44,class:=RLC	-	4590	4782	19	41491828	41496417	26	12
Bd1	41621011	41622713	RLC_unknown_Bd1-1926,ident_perc:=100.0,cov_perc:=20.0,tsd_len:=5,name_orig:=Bd3_RLC_47,class:=RLC	-	1702	1815	9	41621010	41622713	13	9
Bd1	41998553	41999911	RLC_unknown_Bd1-1944,ident_perc:=98.0,cov_perc:=17.0,tsd_len:=0,name_orig:=Bd2_RLC_30,class:=RLC	-	1358	1540.5	24	41998552	41999905	13	10
Bd1	43353774	43354841	RLX_unknown_Bd1-1661,ident_perc:=99.0,cov_perc:=11.0,tsd_len:=0,name_orig:=Bd1_RLX_14,class:=RLX	-	1067	1215.0	12	43353575	43354839	9	9
Bd1	43374055	43375382	RLC_unknown_Bd1-1997,ident_perc:=100.0,cov_perc:=17.0,tsd_len:=5,name_orig:=Bd3_RLC_10,class:=RLC	-	1327	1630	3	43374048	43375385	25	16
Bd1	44432419	44434132	RLC_unknown_Bd1-2047,ident_perc:=99.0,cov_perc:=20.0,tsd_len:=4,name_orig:=Bd4_RLC_19,class:=RLC	-	1713	1881.0	4	44432419	44434132	16	9
Bd1	44688416	44696414	RLC_unknown_Bd1-50,tsd_len:=5,ltr_age:=0.146,name_orig:=Bd1_RLC_50,class:=RLC	+	7998	8157.0	14	44688417	44696414	52	34
Bd1	44722138	44725833	RLG_unknown_Bd1-3904,ident_perc:=96.0,cov_perc:=22.0,name_orig:=Bd2_RLG_32,class:=RLG	-	3695	3850	21	44722140	44725832	44	46
Bd1	44850682	44859389	RLC_unknown_Bd1-2060,ident_perc:=100.0,cov_perc:=100.0,ltr_age:=0.069,name_orig:=Bd4_RLC_44,class:=RLC	-	8707	8794	9	44850682	44859389	28	20
Bd1	46937360	46938350	RLG_unknown_Bd1-4084,ident_perc:=95.0,cov_perc:=7.0,tsd_len:=5,name_orig:=Bd2_RLG_58,class:=RLG	+	990	1132.0	4	46937351	46938385	7	6
Bd1	46961327	46962283	RLG_unknown_Bd1-4088,ident_perc:=98.0,cov_perc:=12.0,tsd_len:=2,name_orig:=Bd3_RLG_41,class:=RLG	+	956	1086.0	16	46961328	46962279	9	7
Bd1	47279799	47281445	RLC_unknown_Bd1-2150,ident_perc:=99.0,cov_perc:=19.0,tsd_len:=5,name_orig:=Bd1_RLC_45,class:=RLC	+	1646	1850.0	6	47279688	47281446	11	7
Bd1	47363739	47379390	RLC_unknown_Bd1-53,tsd_len:=2,ltr_age:=0.046,name_orig:=Bd1_RLC_53,class:=RLC	-	15651	15703	21	47363754	47379370	33	27
Bd1	47434757	47434890	RLX_unknown_Bd1-1800,ident_perc:=80.0,cov_perc:=1.0,name_orig:=Bd4_RLX_5,class:=RLX	+	133	729	5	47434587	47434982	15	10
Bd1	47482339	47486589	DTH_J_Bd1-4,tsd_len:=3,name_orig:=DTH_J_Bd1-4,class:=DTH	-	4250	4372	15	47482340	47486587	10	9
Bd1	47520460	47522173	RLC_unknown_Bd1-2165,ident_perc:=99.0,cov_perc:=20.0,tsd_len:=4,name_orig:=Bd3_RLC_47,class:=RLC	-	1713	2021	9	47520422	47522213	20	14
Bd1	47538656	47541780	RIX_noname_Bd1-556,tsd_len:=1,name_orig:=RIX_noname_Bd1-556,class:=RIX	-	3124	3577	7	47538554	47541932	11	11
Bd1	47542500	47544357	RLG_unknown_Bd1-4133,ident_perc:=93.0,cov_perc:=13.0,name_orig:=Bd1_RLG_54,class:=RLG	+	1857	1873.0	12	47542506	47544357	6	7
Bd1	48036557	48038248	RLG_unknown_Bd1-4176,ident_perc:=99.0,cov_perc:=12.0,name_orig:=Bd2_RLG_63,class:=RLG	+	1691	1819	17	48036557	48038233	19	11
Bd1	48174164	48175164	RLG_unknown_Bd1-4189,ident_perc:=88.0,cov_perc:=7.0,name_orig:=Bd3_RLG_60,class:=RLG	+	1000	1252	7	48174120	48175167	8	8
Bd1	48219365	48228041	RLC_unknown_Bd1-2197,ident_perc:=99.0,cov_perc:=100.0,ltr_age:=0.273,name_orig:=Bd4_RLC_19,class:=RLC	+	8676	8931	1	48219235	48228166	15	16
Bd1	48663490	48666817	RLG_unknown_Bd1-4220,ident_perc:=90.0,cov_perc:=35.0,name_orig:=Bd1_RLG_25,class:=RLG	-	3327	3454.0	8	48663489	48666843	9	10
Bd1	49203761	49205118	RLC_unknown_Bd1-2232,ident_perc:=98.0,cov_perc:=17.0,tsd_len:=2,name_orig:=Bd2_RLC_30,class:=RLC	+	1357	1476	11	49203763	49205118	13	12
