chromosome	feature_start	feature_end	feature_id	feature_strand	feature_length	isize	nr_deviant	absence_start	absence_end	cov_mean	cov_stdev
Bd1	19312443	19314764	RLG_unknown_Bd1-1304,ident_perc:=96.0,cov_perc:=15.0,name_orig:=Bd1_RLG_19,class:=RLG	+	2321	2406.5	10	19312445	19314746	4	5
Bd1	19682459	19686141	DTA_noname_Bd1-38,tsd_len:=5,name_orig:=DTA_noname_Bd1-38,class:=DTA	+	3682	3784	9	19682454	19686147	8	6
Bd1	20040491	20041201	RLC_unknown_Bd1-785,ident_perc:=99.0,cov_perc:=12.0,tsd_len:=5,name_orig:=Bd2_RLC_6,class:=RLC	-	710	821.5	14	20040491	20041200	8	6
Bd1	20239876	20248632	RLC_unknown_Bd1-18,tsd_len:=5,ltr_age:=0.288,name_orig:=Bd1_RLC_18,class:=RLC	-	8756	8896	11	20239875	20248631	51	58
Bd1	20719584	20720209	DTA_noname_Bd1-42,tsd_len:=0,name_orig:=DTA_noname_Bd1-42,class:=DTA	+	625	834.5	12	20719582	20720284	7	5
Bd1	20991444	20992780	RLG_unknown_Bd1-1399,ident_perc:=99.0,cov_perc:=13.0,name_orig:=Bd2_RLG_10,class:=RLG	-	1336	1419	19	20991443	20992770	15	13
Bd1	21541963	21542674	RLC_unknown_Bd1-867,ident_perc:=99.0,cov_perc:=12.0,tsd_len:=5,name_orig:=Bd4_RLC_3,class:=RLC	+	711	797.5	4	21541960	21542670	10	8
Bd1	21551742	21553454	RLC_unknown_Bd1-868,ident_perc:=99.0,cov_perc:=20.0,tsd_len:=5,name_orig:=Bd3_RLC_47,class:=RLC	+	1712	1874	11	21551742	21553497	12	8
Bd1	21881260	21882586	RLC_unknown_Bd1-884,ident_perc:=97.0,cov_perc:=17.0,tsd_len:=3,name_orig:=Bd1_RLC_69,class:=RLC	-	1326	1405.0	22	21882936	21882584	7	8
Bd1	22211470	22212810	RLX_unknown_Bd1-693,ident_perc:=99.0,cov_perc:=19.0,tsd_len:=5,name_orig:=Bd4_RLX_1,class:=RLX	+	1340	1450	15	22211469	22212809	10	6
Bd1	22499358	22500681	RLC_unknown_Bd1-905,ident_perc:=97.0,cov_perc:=16.0,tsd_len:=6,name_orig:=Bd2_RLC_14,class:=RLC	+	1323	1415	3	22499358	22500724	4	5
Bd1	22633522	22636827	RLG_unknown_Bd1-1513,ident_perc:=92.0,cov_perc:=20.0,name_orig:=Bd5_RLG_19,class:=RLG	-	3305	3407	7	22633502	22636832	12	10
Bd1	24166205	24168728	RLC_unknown_Bd1-993,ident_perc:=98.0,cov_perc:=33.0,name_orig:=Bd1_RLC_69,class:=RLC	-	2523	2829	3	24166204	24168998	5	6
Bd1	24391766	24401030	RLC_unknown_Bd1-25,tsd_len:=5,ltr_age:=0.058,name_orig:=Bd1_RLC_25,class:=RLC	+	9264	9346.5	20	24391765	24401030	25	21
Bd1	24869802	24871131	RLC_unknown_Bd1-1037,ident_perc:=99.0,cov_perc:=17.0,tsd_len:=0,name_orig:=Bd3_RLC_10,class:=RLC	+	1329	1344.5	4	24869806	24871172	13	10
Bd1	25033459	25034133	RIX_noname_Bd1-269,tsd_len:=0,name_orig:=RIX_noname_Bd1-269,class:=RIX	-	674	762	9	25033422	25034212	4	5
Bd1	25600078	25600286	DTH_Tourist_B_Bd1-17,tsd_len:=1,name_orig:=DTH_Tourist_B_Bd1-17,class:=DTH	-	208	659	9	25599834	25600356	6	7
Bd1	26106235	26107449	RLC_unknown_Bd1-1076,ident_perc:=99.0,cov_perc:=14.0,tsd_len:=0,name_orig:=Bd2_RLC_14,class:=RLC	+	1214	1274.0	8	26106236	26107449	9	9
Bd1	26270669	26275724	RLC_unknown_Bd1-1081,ident_perc:=97.0,cov_perc:=98.0,name_orig:=Bd3_RLC_18,class:=RLC	-	5055	5312	15	26270579	26275723	12	10
Bd1	26442726	26444047	RLC_unknown_Bd1-1084,ident_perc:=99.0,cov_perc:=15.0,tsd_len:=5,name_orig:=Bd2_RLC_14,class:=RLC	+	1321	1494	9	26442719	26444046	13	8
Bd1	26575882	26577606	RLC_unknown_Bd1-1086,ident_perc:=99.0,cov_perc:=20.0,tsd_len:=1,name_orig:=Bd3_RLC_47,class:=RLC	+	1724	1805	19	26575881	26577597	10	8
Bd1	26938733	26939092	RIX_noname_Bd1-287,tsd_len:=0,name_orig:=RIX_noname_Bd1-287,class:=RIX	+	359	694.5	2	26938726	26939306	10	7
Bd1	27180785	27182485	RLC_unknown_Bd1-1110,ident_perc:=100.0,cov_perc:=20.0,name_orig:=Bd4_RLC_18,class:=RLC	-	1700	1829	15	27180786	27182480	11	8
Bd1	29246526	29260617	RLG_unknown_Bd1-21,tsd_len:=5,ltr_age:=1.873,name_orig:=Bd1_RLG_21,class:=RLG	+	14091	14181	13	29246525	29260616	3	5
Bd1	31814751	31816091	RLG_unknown_Bd1-2220,ident_perc:=100.0,cov_perc:=18.0,name_orig:=Bd5_RLG_18,class:=RLG	+	1340	1472.0	6	31816589	31797658	23	12
Bd1	32472503	32480434	RLC_unknown_Bd1-35,tsd_len:=5,ltr_age:=0.031,name_orig:=Bd1_RLC_35,class:=RLC	-	7931	8082	9	32472441	32480434	55	27
Bd1	32706559	32708289	RLC_unknown_Bd1-1358,ident_perc:=100.0,cov_perc:=20.0,tsd_len:=6,name_orig:=Bd3_RLC_47,class:=RLC	+	1730	1995.0	2	32706491	32708329	15	8
Bd1	32886235	32887090	RLG_unknown_Bd1-2324,ident_perc:=95.0,cov_perc:=6.0,tsd_len:=0,name_orig:=Bd1_RLG_12,class:=RLG	+	855	965	7	32886228	32887093	13	7
Bd1	33506385	33507711	RLC_unknown_Bd1-1389,ident_perc:=99.0,cov_perc:=16.0,tsd_len:=5,name_orig:=Bd2_RLC_14,class:=RLC	+	1326	1457.0	10	33506385	33507711	16	13
Bd1	33554997	33559911	RLC_unknown_Bd1-36,tsd_len:=5,ltr_age:=2.462,name_orig:=Bd1_RLC_36,class:=RLC	-	4914	5054	17	33554997	33559934	3	5
Bd1	34037046	34040290	RLX_unknown_Bd1-1118,ident_perc:=95.0,cov_perc:=35.0,name_orig:=Bd4_RLX_10,class:=RLX	-	3244	3387.0	8	34037043	34040294	14	16
Bd1	34304915	34311223	RLC_unknown_Bd1-1435,ident_perc:=98.0,cov_perc:=94.0,ltr_age:=0.338,name_orig:=Bd5_RLC_9,class:=RLC	-	6308	6743	9	34304914	34311520	10	11
Bd1	34415727	34417056	RLC_unknown_Bd1-1449,ident_perc:=99.0,cov_perc:=16.0,tsd_len:=2,name_orig:=Bd2_RLC_14,class:=RLC	+	1329	1405.5	16	34415726	34417053	9	6
Bd1	34441893	34442591	RIX_noname_Bd1-386,tsd_len:=1,name_orig:=RIX_noname_Bd1-386,class:=RIX	-	698	1051	13	34441609	34442574	7	9
Bd1	35338760	35340090	RLC_unknown_Bd1-1510,ident_perc:=99.0,cov_perc:=16.0,tsd_len:=2,name_orig:=Bd2_RLC_14,class:=RLC	+	1330	1464.5	6	35338734	35340090	16	9
Bd1	35773103	35774814	RLC_unknown_Bd1-1543,ident_perc:=100.0,cov_perc:=20.0,tsd_len:=3,name_orig:=Bd3_RLC_47,class:=RLC	+	1711	1821	5	35773098	35774812	15	9
Bd1	36422975	36424015	RLG_unknown_Bd1-2710,ident_perc:=97.0,cov_perc:=6.0,name_orig:=Bd3_RLG_48,class:=RLG	-	1040	1104.0	8	36424625	36424025	15	10
Bd1	36737823	36740994	RLX_unknown_Bd1-1253,ident_perc:=91.0,cov_perc:=27.0,name_orig:=Bd4_RLX_19,class:=RLX	-	3171	3271	9	36737799	36740990	10	18
Bd1	36833355	36836699	RLG_unknown_Bd1-2831,ident_perc:=95.0,cov_perc:=34.0,name_orig:=Bd2_RLG_27,class:=RLG	-	3344	3503.5	12	36833362	36836700	10	11
Bd1	37239058	37240066	RLX_unknown_Bd1-1304,ident_perc:=98.0,cov_perc:=16.0,tsd_len:=5,name_orig:=Bd2_RLX_10,class:=RLX	-	1008	1154.5	16	37239057	37240066	11	8
Bd1	37354530	37361774	RLG_unknown_Bd1-37,tsd_len:=5,ltr_age:=0.242,name_orig:=Bd1_RLG_37,class:=RLG	-	7244	7283	7	37354530	37361774	19	21
Bd1	37498618	37499372	RLG_unknown_Bd1-3039,ident_perc:=99.0,cov_perc:=9.0,tsd_len:=0,name_orig:=Bd2_RLG_36,class:=RLG	+	754	798.0	2	37498615	37499372	9	6
Bd1	37565659	37566367	RLX_unknown_Bd1-1330,ident_perc:=96.0,cov_perc:=7.0,tsd_len:=0,name_orig:=Bd4_RLX_13,class:=RLX	-	708	1136	215	37566770	37550704	149	210
Bd1	37766139	37774025	RLC_unknown_Bd1-40,tsd_len:=5,ltr_age:=0.431,name_orig:=Bd1_RLC_40,class:=RLC	+	7886	7996.0	4	37766093	37774031	22	34
Bd1	37804751	37808039	RLG_unknown_Bd1-3072,ident_perc:=97.0,cov_perc:=31.0,name_orig:=Bd1_RLG_34,class:=RLG	-	3288	3450.5	8	37804749	37808041	6	6
Bd1	38459649	38460690	RLX_unknown_Bd1-1413,ident_perc:=98.0,cov_perc:=7.0,name_orig:=Bd2_RLX_9,class:=RLX	+	1041	1145	13	38459650	38460690	16	7
Bd1	38882746	38884074	RLC_unknown_Bd1-1728,ident_perc:=100.0,cov_perc:=17.0,name_orig:=Bd4_RLC_47,class:=RLC	+	1328	1424	11	38882747	38884074	20	10
Bd1	39017341	39018705	RLC_unknown_Bd1-1734,ident_perc:=100.0,cov_perc:=17.0,tsd_len:=0,name_orig:=Bd2_RLC_23,class:=RLC	-	1364	1557	7	39017349	39018704	18	15
Bd1	39049269	39050620	RLC_unknown_Bd1-1735,ident_perc:=100.0,cov_perc:=17.0,tsd_len:=0,name_orig:=Bd2_RLC_23,class:=RLC	+	1351	1452	11	39049268	39050624	20	17
Bd1	39574186	39575512	RLC_unknown_Bd1-1780,ident_perc:=100.0,cov_perc:=17.0,name_orig:=Bd4_RLC_47,class:=RLC	-	1326	1432	17	39574184	39575512	31	21
Bd1	39755960	39757322	RLX_unknown_Bd1-1492,ident_perc:=99.0,cov_perc:=12.0,name_orig:=Bd4_RLX_19,class:=RLX	-	1362	1418.5	16	39755958	39757312	10	6
Bd1	40619257	40624521	RLC_unknown_Bd1-42,tsd_len:=5,ltr_age:=1.081,name_orig:=Bd1_RLC_42,class:=RLC	+	5264	5371	9	40619256	40624521	1	4
Bd1	40739061	40740391	RLC_unknown_Bd1-1853,ident_perc:=99.0,cov_perc:=16.0,tsd_len:=1,name_orig:=Bd2_RLC_14,class:=RLC	+	1330	1527.0	6	40739058	40740391	12	8
Bd1	40893415	40894741	RLG_unknown_Bd1-3554,ident_perc:=98.0,cov_perc:=10.0,name_orig:=Bd5_RLG_4,class:=RLG	+	1326	1445	1	40893370	40894815	5	5
Bd1	40897149	40901803	RLC_unknown_Bd1-1873,ident_perc:=92.0,cov_perc:=46.0,name_orig:=Bd1_RLC_63,class:=RLC	-	4654	4797.5	14	40897149	40901793	8	17
Bd1	41187686	41188684	RLX_unknown_Bd1-1563,ident_perc:=97.0,cov_perc:=16.0,tsd_len:=2,name_orig:=Bd2_RLX_10,class:=RLX	-	998	1080	5	41187685	41188681	6	7
Bd1	41491827	41496417	RLC_unknown_Bd1-44,tsd_len:=3,ltr_age:=1.042,name_orig:=Bd1_RLC_44,class:=RLC	-	4590	4721	17	41491828	41496417	14	7
Bd1	41621011	41622713	RLC_unknown_Bd1-1926,ident_perc:=100.0,cov_perc:=20.0,tsd_len:=5,name_orig:=Bd3_RLC_47,class:=RLC	-	1702	1805	13	41621010	41622713	9	6
Bd1	41998553	41999911	RLC_unknown_Bd1-1944,ident_perc:=98.0,cov_perc:=17.0,tsd_len:=0,name_orig:=Bd2_RLC_30,class:=RLC	-	1358	1493.5	16	41998552	41999905	13	9
Bd1	42468311	42469665	RLC_unknown_Bd1-1961,ident_perc:=96.0,cov_perc:=17.0,tsd_len:=0,name_orig:=Bd3_RLC_43,class:=RLC	+	1354	1424.0	8	42468307	42469664	8	10
Bd1	43353774	43354841	RLX_unknown_Bd1-1661,ident_perc:=99.0,cov_perc:=11.0,tsd_len:=0,name_orig:=Bd1_RLX_14,class:=RLX	-	1067	1194	11	43353575	43354839	9	7
Bd1	44432419	44434132	RLC_unknown_Bd1-2047,ident_perc:=99.0,cov_perc:=20.0,tsd_len:=4,name_orig:=Bd4_RLC_19,class:=RLC	-	1713	1843.5	8	44432419	44434132	11	7
Bd1	44688416	44696414	RLC_unknown_Bd1-50,tsd_len:=5,ltr_age:=0.146,name_orig:=Bd1_RLC_50,class:=RLC	+	7998	8111	19	44688415	44696414	39	24
Bd1	44722138	44725833	RLG_unknown_Bd1-3904,ident_perc:=96.0,cov_perc:=22.0,name_orig:=Bd2_RLG_32,class:=RLG	-	3695	3917.0	14	44722140	44725832	28	26
Bd1	44850682	44859389	RLC_unknown_Bd1-2060,ident_perc:=100.0,cov_perc:=100.0,ltr_age:=0.069,name_orig:=Bd4_RLC_44,class:=RLC	-	8707	8811	9	44850682	44859389	25	14
Bd1	46961327	46962283	RLG_unknown_Bd1-4088,ident_perc:=98.0,cov_perc:=12.0,tsd_len:=2,name_orig:=Bd3_RLG_41,class:=RLG	+	956	1062.0	12	46961328	46962279	9	6
Bd1	47279799	47281445	RLC_unknown_Bd1-2150,ident_perc:=99.0,cov_perc:=19.0,tsd_len:=5,name_orig:=Bd1_RLC_45,class:=RLC	+	1646	1904.5	2	47279610	47281450	6	4
Bd1	47363739	47379390	RLC_unknown_Bd1-53,tsd_len:=2,ltr_age:=0.046,name_orig:=Bd1_RLC_53,class:=RLC	-	15651	15688	3	47363753	47379372	24	20
Bd1	47482339	47486589	DTH_J_Bd1-4,tsd_len:=3,name_orig:=DTH_J_Bd1-4,class:=DTH	-	4250	4327	9	47482340	47486588	7	7
Bd1	47520460	47522173	RLC_unknown_Bd1-2165,ident_perc:=99.0,cov_perc:=20.0,tsd_len:=4,name_orig:=Bd3_RLC_47,class:=RLC	-	1713	1839.0	4	47520408	47522180	14	11
Bd1	47542500	47544357	RLG_unknown_Bd1-4133,ident_perc:=93.0,cov_perc:=13.0,name_orig:=Bd1_RLG_54,class:=RLG	+	1857	1947.0	12	47542506	47544357	4	5
Bd1	48036557	48038248	RLG_unknown_Bd1-4176,ident_perc:=99.0,cov_perc:=12.0,name_orig:=Bd2_RLG_63,class:=RLG	+	1691	1819	11	48036554	48038240	17	10
Bd1	48110636	48115196	DTT_H_Bd1-8,tsd_len:=0,name_orig:=DTT_H_Bd1-8,class:=DTT	+	4560	4657	13	48110638	48115194	12	9
Bd1	48174164	48175164	RLG_unknown_Bd1-4189,ident_perc:=88.0,cov_perc:=7.0,name_orig:=Bd3_RLG_60,class:=RLG	+	1000	1301	1	48174130	48175431	6	7
Bd1	48663490	48666817	RLG_unknown_Bd1-4220,ident_perc:=90.0,cov_perc:=35.0,name_orig:=Bd1_RLG_25,class:=RLG	-	3327	3415	5	48663453	48666814	7	6
Bd1	49183137	49183559	RIX_noname_Bd1-573,tsd_len:=0,name_orig:=RIX_noname_Bd1-573,class:=RIX	-	422	785.0	16	49182856	49183553	7	8
Bd1	49203761	49205118	RLC_unknown_Bd1-2232,ident_perc:=98.0,cov_perc:=17.0,tsd_len:=2,name_orig:=Bd2_RLC_30,class:=RLC	+	1357	1444.5	20	49203763	49205118	10	10
Bd1	50673187	50674901	RLC_unknown_Bd1-2300,ident_perc:=100.0,cov_perc:=20.0,tsd_len:=0,name_orig:=Bd4_RLC_19,class:=RLC	+	1714	1843.5	2	50673185	50675008	14	9
Bd1	50753895	50755220	RLC_unknown_Bd1-2303,ident_perc:=100.0,cov_perc:=16.0,name_orig:=Bd2_RLC_19,class:=RLC	-	1325	1462	3	50753848	50755266	41	30
Bd1	51718672	51720002	RLC_unknown_Bd1-2375,ident_perc:=100.0,cov_perc:=17.0,tsd_len:=5,name_orig:=Bd1_RLC_35,class:=RLC	-	1330	1502.5	2	51718540	51720000	21	12
Bd1	51922519	51924231	RLC_unknown_Bd1-2383,ident_perc:=100.0,cov_perc:=20.0,tsd_len:=5,name_orig:=Bd4_RLC_19,class:=RLC	+	1712	1830	21	51922519	51924231	21	11
Bd1	52171467	52175849	RLC_unknown_Bd1-2391,ident_perc:=92.0,cov_perc:=44.0,name_orig:=Bd1_RLC_63,class:=RLC	+	4382	4703	1	52171462	52176180	3	4
Bd1	52240671	52242383	RLC_unknown_Bd1-2395,ident_perc:=100.0,cov_perc:=20.0,tsd_len:=5,name_orig:=Bd4_RLC_19,class:=RLC	+	1712	1832	27	52240670	52242383	23	10
Bd1	52505335	52508467	RLX_unknown_Bd1-1986,ident_perc:=95.0,cov_perc:=26.0,name_orig:=Bd2_RLX_19,class:=RLX	-	3132	3236.0	18	52505335	52508467	24	17
Bd1	52543698	52545418	RLC_unknown_Bd1-2410,ident_perc:=100.0,cov_perc:=20.0,tsd_len:=5,name_orig:=Bd4_RLC_19,class:=RLC	-	1720	1812.5	12	52543697	52545418	13	7
Bd1	54609559	54611295	RLC_unknown_Bd1-2508,ident_perc:=99.0,cov_perc:=20.0,tsd_len:=5,name_orig:=Bd1_RLC_18,class:=RLC	-	1736	1926	5	54609554	54611312	27	20
Bd1	55241451	55242779	RLC_unknown_Bd1-2542,ident_perc:=100.0,cov_perc:=18.0,name_orig:=Bd2_RLC_39,class:=RLC	+	1328	1478.5	4	55241415	55242779	54	86
Bd1	55368940	55370655	RLC_unknown_Bd1-2548,ident_perc:=99.0,cov_perc:=20.0,tsd_len:=4,name_orig:=Bd3_RLC_47,class:=RLC	-	1715	1840	9	55368938	55370661	12	8
Bd1	55827987	55829679	RLC_unknown_Bd1-2573,ident_perc:=99.0,cov_perc:=19.0,name_orig:=Bd1_RLC_53,class:=RLC	-	1692	1795	13	55827984	55829678	8	6
Bd1	55896998	55898354	RLG_unknown_Bd1-4797,ident_perc:=99.0,cov_perc:=18.0,name_orig:=Bd5_RLG_18,class:=RLG	+	1356	1490	15	55896999	55898354	9	9
Bd1	55989255	55990616	RLG_unknown_Bd1-4802,ident_perc:=99.0,cov_perc:=18.0,name_orig:=Bd5_RLG_18,class:=RLG	-	1361	1487.5	16	55989258	55990613	32	21
Bd1	56309018	56312205	RLG_unknown_Bd1-4822,ident_perc:=90.0,cov_perc:=26.0,name_orig:=Bd3_RLG_34,class:=RLG	-	3187	3367.0	10	56308934	56282992	6	8
Bd1	56429897	56432350	RLG_unknown_Bd1-4830,ident_perc:=98.0,cov_perc:=14.0,name_orig:=Bd2_RLG_28,class:=RLG	+	2453	2529.0	20	56429902	56432344	10	10
Bd1	56672729	56672973	DTT_Stowaway_G_Bd1-13,tsd_len:=0,name_orig:=DTT_Stowaway_G_Bd1-13,class:=DTT	+	244	642	1	56672725	56673367	18	10
Bd1	56675919	56676134	RLX_unknown_Bd1-2163,ident_perc:=81.0,cov_perc:=1.0,name_orig:=Bd1_RLX_8,class:=RLX	+	215	615	1	56675634	56676220	18	9
Bd1	56851535	56852871	RLC_unknown_Bd1-2621,ident_perc:=97.0,cov_perc:=17.0,tsd_len:=1,name_orig:=Bd1_RLC_69,class:=RLC	+	1336	1415	13	56851547	56852870	8	5
Bd1	57296769	57297492	RLC_unknown_Bd1-2642,ident_perc:=97.0,cov_perc:=12.0,tsd_len:=1,name_orig:=Bd3_RLC_49,class:=RLC	+	723	858.5	28	57296762	57297489	7	7
Bd1	57326762	57327863	RLC_unknown_Bd1-2643,ident_perc:=92.0,cov_perc:=12.0,name_orig:=Bd5_RLC_13,class:=RLC	+	1101	1122	17	57326772	57327869	9	11
Bd1	57376328	57381563	RLC_unknown_Bd1-66,tsd_len:=5,ltr_age:=0.338,name_orig:=Bd1_RLC_66,class:=RLC	+	5235	5679.5	14	57376317	57381907	8	7
